file_name,ligand_name,pdb_name,file_type,file_path
2o48_ligand.mol2,2o48_ligand,2o48,mol2,../data/v2020-other-PL/2o48/2o48_ligand.mol2
2o48_ligand.sdf,2o48_ligand,2o48,sdf,../data/v2020-other-PL/2o48/2o48_ligand.sdf
6hk6_ligand.mol2,6hk6_ligand,6hk6,mol2,../data/v2020-other-PL/6hk6/6hk6_ligand.mol2
6hk6_ligand.sdf,6hk6_ligand,6hk6,sdf,../data/v2020-other-PL/6hk6/6hk6_ligand.sdf
6hq4_ligand.mol2,6hq4_ligand,6hq4,mol2,../data/v2020-other-PL/6hq4/6hq4_ligand.mol2
6hq4_ligand.sdf,6hq4_ligand,6hq4,sdf,../data/v2020-other-PL/6hq4/6hq4_ligand.sdf
1nqc_ligand.mol2,1nqc_ligand,1nqc,mol2,../data/v2020-other-PL/1nqc/1nqc_ligand.mol2
1nqc_ligand.sdf,1nqc_ligand,1nqc,sdf,../data/v2020-other-PL/1nqc/1nqc_ligand.sdf
2aay_ligand.mol2,2aay_ligand,2aay,mol2,../data/v2020-other-PL/2aay/2aay_ligand.mol2
2aay_ligand.sdf,2aay_ligand,2aay,sdf,../data/v2020-other-PL/2aay/2aay_ligand.sdf
5j18_ligand.sdf,5j18_ligand,5j18,sdf,../data/v2020-other-PL/5j18/5j18_ligand.sdf
5j18_ligand.mol2,5j18_ligand,5j18,mol2,../data/v2020-other-PL/5j18/5j18_ligand.mol2
4dx9_ligand.sdf,4dx9_ligand,4dx9,sdf,../data/v2020-other-PL/4dx9/4dx9_ligand.sdf
4dx9_ligand.mol2,4dx9_ligand,4dx9,mol2,../data/v2020-other-PL/4dx9/4dx9_ligand.mol2
5jzb_ligand.sdf,5jzb_ligand,5jzb,sdf,../data/v2020-other-PL/5jzb/5jzb_ligand.sdf
5jzb_ligand.mol2,5jzb_ligand,5jzb,mol2,../data/v2020-other-PL/5jzb/5jzb_ligand.mol2
4j59_ligand.sdf,4j59_ligand,4j59,sdf,../data/v2020-other-PL/4j59/4j59_ligand.sdf
4j59_ligand.mol2,4j59_ligand,4j59,mol2,../data/v2020-other-PL/4j59/4j59_ligand.mol2
1q4x_ligand.mol2,1q4x_ligand,1q4x,mol2,../data/v2020-other-PL/1q4x/1q4x_ligand.mol2
1q4x_ligand.sdf,1q4x_ligand,1q4x,sdf,../data/v2020-other-PL/1q4x/1q4x_ligand.sdf
3nnx_ligand.mol2,3nnx_ligand,3nnx,mol2,../data/v2020-other-PL/3nnx/3nnx_ligand.mol2
3nnx_ligand.sdf,3nnx_ligand,3nnx,sdf,../data/v2020-other-PL/3nnx/3nnx_ligand.sdf
1xge_ligand.mol2,1xge_ligand,1xge,mol2,../data/v2020-other-PL/1xge/1xge_ligand.mol2
1xge_ligand.sdf,1xge_ligand,1xge,sdf,../data/v2020-other-PL/1xge/1xge_ligand.sdf
6sde_ligand.sdf,6sde_ligand,6sde,sdf,../data/v2020-other-PL/6sde/6sde_ligand.sdf
6sde_ligand.mol2,6sde_ligand,6sde,mol2,../data/v2020-other-PL/6sde/6sde_ligand.mol2
2veu_ligand.mol2,2veu_ligand,2veu,mol2,../data/v2020-other-PL/2veu/2veu_ligand.mol2
2veu_ligand.sdf,2veu_ligand,2veu,sdf,../data/v2020-other-PL/2veu/2veu_ligand.sdf
6a93_ligand.mol2,6a93_ligand,6a93,mol2,../data/v2020-other-PL/6a93/6a93_ligand.mol2
6a93_ligand.sdf,6a93_ligand,6a93,sdf,../data/v2020-other-PL/6a93/6a93_ligand.sdf
3o9b_ligand.mol2,3o9b_ligand,3o9b,mol2,../data/v2020-other-PL/3o9b/3o9b_ligand.mol2
3o9b_ligand.sdf,3o9b_ligand,3o9b,sdf,../data/v2020-other-PL/3o9b/3o9b_ligand.sdf
2ycr_ligand.sdf,2ycr_ligand,2ycr,sdf,../data/v2020-other-PL/2ycr/2ycr_ligand.sdf
2ycr_ligand.mol2,2ycr_ligand,2ycr,mol2,../data/v2020-other-PL/2ycr/2ycr_ligand.mol2
4e8w_ligand.sdf,4e8w_ligand,4e8w,sdf,../data/v2020-other-PL/4e8w/4e8w_ligand.sdf
4e8w_ligand.mol2,4e8w_ligand,4e8w,mol2,../data/v2020-other-PL/4e8w/4e8w_ligand.mol2
2uzv_ligand.sdf,2uzv_ligand,2uzv,sdf,../data/v2020-other-PL/2uzv/2uzv_ligand.sdf
2uzv_ligand.mol2,2uzv_ligand,2uzv,mol2,../data/v2020-other-PL/2uzv/2uzv_ligand.mol2
6i10_ligand.sdf,6i10_ligand,6i10,sdf,../data/v2020-other-PL/6i10/6i10_ligand.sdf
6i10_ligand.mol2,6i10_ligand,6i10,mol2,../data/v2020-other-PL/6i10/6i10_ligand.mol2
1bl6_ligand.mol2,1bl6_ligand,1bl6,mol2,../data/v2020-other-PL/1bl6/1bl6_ligand.mol2
1bl6_ligand.sdf,1bl6_ligand,1bl6,sdf,../data/v2020-other-PL/1bl6/1bl6_ligand.sdf
2z8e_ligand.sdf,2z8e_ligand,2z8e,sdf,../data/v2020-other-PL/2z8e/2z8e_ligand.sdf
2z8e_ligand.mol2,2z8e_ligand,2z8e,mol2,../data/v2020-other-PL/2z8e/2z8e_ligand.mol2
2jal_ligand.mol2,2jal_ligand,2jal,mol2,../data/v2020-other-PL/2jal/2jal_ligand.mol2
2jal_ligand.sdf,2jal_ligand,2jal,sdf,../data/v2020-other-PL/2jal/2jal_ligand.sdf
6cjj_ligand.sdf,6cjj_ligand,6cjj,sdf,../data/v2020-other-PL/6cjj/6cjj_ligand.sdf
6cjj_ligand.mol2,6cjj_ligand,6cjj,mol2,../data/v2020-other-PL/6cjj/6cjj_ligand.mol2
6oy0_ligand.sdf,6oy0_ligand,6oy0,sdf,../data/v2020-other-PL/6oy0/6oy0_ligand.sdf
6oy0_ligand.mol2,6oy0_ligand,6oy0,mol2,../data/v2020-other-PL/6oy0/6oy0_ligand.mol2
1wbo_ligand.sdf,1wbo_ligand,1wbo,sdf,../data/v2020-other-PL/1wbo/1wbo_ligand.sdf
1wbo_ligand.mol2,1wbo_ligand,1wbo,mol2,../data/v2020-other-PL/1wbo/1wbo_ligand.mol2
5ih5_ligand.sdf,5ih5_ligand,5ih5,sdf,../data/v2020-other-PL/5ih5/5ih5_ligand.sdf
5ih5_ligand.mol2,5ih5_ligand,5ih5,mol2,../data/v2020-other-PL/5ih5/5ih5_ligand.mol2
6ocz_ligand.sdf,6ocz_ligand,6ocz,sdf,../data/v2020-other-PL/6ocz/6ocz_ligand.sdf
6ocz_ligand.mol2,6ocz_ligand,6ocz,mol2,../data/v2020-other-PL/6ocz/6ocz_ligand.mol2
2lbm_ligand.mol2,2lbm_ligand,2lbm,mol2,../data/v2020-other-PL/2lbm/2lbm_ligand.mol2
2lbm_ligand.sdf,2lbm_ligand,2lbm,sdf,../data/v2020-other-PL/2lbm/2lbm_ligand.sdf
4usw_ligand.sdf,4usw_ligand,4usw,sdf,../data/v2020-other-PL/4usw/4usw_ligand.sdf
4usw_ligand.mol2,4usw_ligand,4usw,mol2,../data/v2020-other-PL/4usw/4usw_ligand.mol2
4mny_ligand.sdf,4mny_ligand,4mny,sdf,../data/v2020-other-PL/4mny/4mny_ligand.sdf
4mny_ligand.mol2,4mny_ligand,4mny,mol2,../data/v2020-other-PL/4mny/4mny_ligand.mol2
4e90_ligand.sdf,4e90_ligand,4e90,sdf,../data/v2020-other-PL/4e90/4e90_ligand.sdf
4e90_ligand.mol2,4e90_ligand,4e90,mol2,../data/v2020-other-PL/4e90/4e90_ligand.mol2
1zgv_ligand.mol2,1zgv_ligand,1zgv,mol2,../data/v2020-other-PL/1zgv/1zgv_ligand.mol2
1zgv_ligand.sdf,1zgv_ligand,1zgv,sdf,../data/v2020-other-PL/1zgv/1zgv_ligand.sdf
5tqs_ligand.sdf,5tqs_ligand,5tqs,sdf,../data/v2020-other-PL/5tqs/5tqs_ligand.sdf
5tqs_ligand.mol2,5tqs_ligand,5tqs,mol2,../data/v2020-other-PL/5tqs/5tqs_ligand.mol2
4crd_ligand.mol2,4crd_ligand,4crd,mol2,../data/v2020-other-PL/4crd/4crd_ligand.mol2
4crd_ligand.sdf,4crd_ligand,4crd,sdf,../data/v2020-other-PL/4crd/4crd_ligand.sdf
4puj_ligand.mol2,4puj_ligand,4puj,mol2,../data/v2020-other-PL/4puj/4puj_ligand.mol2
4puj_ligand.sdf,4puj_ligand,4puj,sdf,../data/v2020-other-PL/4puj/4puj_ligand.sdf
6g3o_ligand.mol2,6g3o_ligand,6g3o,mol2,../data/v2020-other-PL/6g3o/6g3o_ligand.mol2
6g3o_ligand.sdf,6g3o_ligand,6g3o,sdf,../data/v2020-other-PL/6g3o/6g3o_ligand.sdf
2zvj_ligand.mol2,2zvj_ligand,2zvj,mol2,../data/v2020-other-PL/2zvj/2zvj_ligand.mol2
2zvj_ligand.sdf,2zvj_ligand,2zvj,sdf,../data/v2020-other-PL/2zvj/2zvj_ligand.sdf
6cdg_ligand.mol2,6cdg_ligand,6cdg,mol2,../data/v2020-other-PL/6cdg/6cdg_ligand.mol2
6cdg_ligand.sdf,6cdg_ligand,6cdg,sdf,../data/v2020-other-PL/6cdg/6cdg_ligand.sdf
6mdq_ligand.mol2,6mdq_ligand,6mdq,mol2,../data/v2020-other-PL/6mdq/6mdq_ligand.mol2
6mdq_ligand.sdf,6mdq_ligand,6mdq,sdf,../data/v2020-other-PL/6mdq/6mdq_ligand.sdf
6oxy_ligand.mol2,6oxy_ligand,6oxy,mol2,../data/v2020-other-PL/6oxy/6oxy_ligand.mol2
6oxy_ligand.sdf,6oxy_ligand,6oxy,sdf,../data/v2020-other-PL/6oxy/6oxy_ligand.sdf
4u58_ligand.mol2,4u58_ligand,4u58,mol2,../data/v2020-other-PL/4u58/4u58_ligand.mol2
4u58_ligand.sdf,4u58_ligand,4u58,sdf,../data/v2020-other-PL/4u58/4u58_ligand.sdf
6f0y_ligand.mol2,6f0y_ligand,6f0y,mol2,../data/v2020-other-PL/6f0y/6f0y_ligand.mol2
6f0y_ligand.sdf,6f0y_ligand,6f0y,sdf,../data/v2020-other-PL/6f0y/6f0y_ligand.sdf
4i9r_ligand.mol2,4i9r_ligand,4i9r,mol2,../data/v2020-other-PL/4i9r/4i9r_ligand.mol2
4i9r_ligand.sdf,4i9r_ligand,4i9r,sdf,../data/v2020-other-PL/4i9r/4i9r_ligand.sdf
3w8o_ligand.mol2,3w8o_ligand,3w8o,mol2,../data/v2020-other-PL/3w8o/3w8o_ligand.mol2
3w8o_ligand.sdf,3w8o_ligand,3w8o,sdf,../data/v2020-other-PL/3w8o/3w8o_ligand.sdf
3ntp_ligand.sdf,3ntp_ligand,3ntp,sdf,../data/v2020-other-PL/3ntp/3ntp_ligand.sdf
3ntp_ligand.mol2,3ntp_ligand,3ntp,mol2,../data/v2020-other-PL/3ntp/3ntp_ligand.mol2
5dry_ligand.sdf,5dry_ligand,5dry,sdf,../data/v2020-other-PL/5dry/5dry_ligand.sdf
5dry_ligand.mol2,5dry_ligand,5dry,mol2,../data/v2020-other-PL/5dry/5dry_ligand.mol2
2x6e_ligand.mol2,2x6e_ligand,2x6e,mol2,../data/v2020-other-PL/2x6e/2x6e_ligand.mol2
2x6e_ligand.sdf,2x6e_ligand,2x6e,sdf,../data/v2020-other-PL/2x6e/2x6e_ligand.sdf
1q6s_ligand.mol2,1q6s_ligand,1q6s,mol2,../data/v2020-other-PL/1q6s/1q6s_ligand.mol2
1q6s_ligand.sdf,1q6s_ligand,1q6s,sdf,../data/v2020-other-PL/1q6s/1q6s_ligand.sdf
4i60_ligand.sdf,4i60_ligand,4i60,sdf,../data/v2020-other-PL/4i60/4i60_ligand.sdf
4i60_ligand.mol2,4i60_ligand,4i60,mol2,../data/v2020-other-PL/4i60/4i60_ligand.mol2
6b1w_ligand.sdf,6b1w_ligand,6b1w,sdf,../data/v2020-other-PL/6b1w/6b1w_ligand.sdf
6b1w_ligand.mol2,6b1w_ligand,6b1w,mol2,../data/v2020-other-PL/6b1w/6b1w_ligand.mol2
4o3a_ligand.mol2,4o3a_ligand,4o3a,mol2,../data/v2020-other-PL/4o3a/4o3a_ligand.mol2
4o3a_ligand.sdf,4o3a_ligand,4o3a,sdf,../data/v2020-other-PL/4o3a/4o3a_ligand.sdf
3l08_ligand.mol2,3l08_ligand,3l08,mol2,../data/v2020-other-PL/3l08/3l08_ligand.mol2
3l08_ligand.sdf,3l08_ligand,3l08,sdf,../data/v2020-other-PL/3l08/3l08_ligand.sdf
6nvg_ligand.sdf,6nvg_ligand,6nvg,sdf,../data/v2020-other-PL/6nvg/6nvg_ligand.sdf
6nvg_ligand.mol2,6nvg_ligand,6nvg,mol2,../data/v2020-other-PL/6nvg/6nvg_ligand.mol2
2wxq_ligand.sdf,2wxq_ligand,2wxq,sdf,../data/v2020-other-PL/2wxq/2wxq_ligand.sdf
2wxq_ligand.mol2,2wxq_ligand,2wxq,mol2,../data/v2020-other-PL/2wxq/2wxq_ligand.mol2
3qiy_ligand.mol2,3qiy_ligand,3qiy,mol2,../data/v2020-other-PL/3qiy/3qiy_ligand.mol2
3qiy_ligand.sdf,3qiy_ligand,3qiy,sdf,../data/v2020-other-PL/3qiy/3qiy_ligand.sdf
3r7r_ligand.sdf,3r7r_ligand,3r7r,sdf,../data/v2020-other-PL/3r7r/3r7r_ligand.sdf
3r7r_ligand.mol2,3r7r_ligand,3r7r,mol2,../data/v2020-other-PL/3r7r/3r7r_ligand.mol2
4qwf_ligand.mol2,4qwf_ligand,4qwf,mol2,../data/v2020-other-PL/4qwf/4qwf_ligand.mol2
4qwf_ligand.sdf,4qwf_ligand,4qwf,sdf,../data/v2020-other-PL/4qwf/4qwf_ligand.sdf
6cck_ligand.sdf,6cck_ligand,6cck,sdf,../data/v2020-other-PL/6cck/6cck_ligand.sdf
6cck_ligand.mol2,6cck_ligand,6cck,mol2,../data/v2020-other-PL/6cck/6cck_ligand.mol2
6qk8_ligand.mol2,6qk8_ligand,6qk8,mol2,../data/v2020-other-PL/6qk8/6qk8_ligand.mol2
6qk8_ligand.sdf,6qk8_ligand,6qk8,sdf,../data/v2020-other-PL/6qk8/6qk8_ligand.sdf
4d63_ligand.mol2,4d63_ligand,4d63,mol2,../data/v2020-other-PL/4d63/4d63_ligand.mol2
4d63_ligand.sdf,4d63_ligand,4d63,sdf,../data/v2020-other-PL/4d63/4d63_ligand.sdf
6oxr_ligand.mol2,6oxr_ligand,6oxr,mol2,../data/v2020-other-PL/6oxr/6oxr_ligand.mol2
6oxr_ligand.sdf,6oxr_ligand,6oxr,sdf,../data/v2020-other-PL/6oxr/6oxr_ligand.sdf
2g9r_ligand.mol2,2g9r_ligand,2g9r,mol2,../data/v2020-other-PL/2g9r/2g9r_ligand.mol2
2g9r_ligand.sdf,2g9r_ligand,2g9r,sdf,../data/v2020-other-PL/2g9r/2g9r_ligand.sdf
4a4h_ligand.sdf,4a4h_ligand,4a4h,sdf,../data/v2020-other-PL/4a4h/4a4h_ligand.sdf
4a4h_ligand.mol2,4a4h_ligand,4a4h,mol2,../data/v2020-other-PL/4a4h/4a4h_ligand.mol2
1exw_ligand.sdf,1exw_ligand,1exw,sdf,../data/v2020-other-PL/1exw/1exw_ligand.sdf
1exw_ligand.mol2,1exw_ligand,1exw,mol2,../data/v2020-other-PL/1exw/1exw_ligand.mol2
6nm4_ligand.sdf,6nm4_ligand,6nm4,sdf,../data/v2020-other-PL/6nm4/6nm4_ligand.sdf
6nm4_ligand.mol2,6nm4_ligand,6nm4,mol2,../data/v2020-other-PL/6nm4/6nm4_ligand.mol2
1xr8_ligand.mol2,1xr8_ligand,1xr8,mol2,../data/v2020-other-PL/1xr8/1xr8_ligand.mol2
1xr8_ligand.sdf,1xr8_ligand,1xr8,sdf,../data/v2020-other-PL/1xr8/1xr8_ligand.sdf
5tdi_ligand.sdf,5tdi_ligand,5tdi,sdf,../data/v2020-other-PL/5tdi/5tdi_ligand.sdf
5tdi_ligand.mol2,5tdi_ligand,5tdi,mol2,../data/v2020-other-PL/5tdi/5tdi_ligand.mol2
1juq_ligand.mol2,1juq_ligand,1juq,mol2,../data/v2020-other-PL/1juq/1juq_ligand.mol2
1juq_ligand.sdf,1juq_ligand,1juq,sdf,../data/v2020-other-PL/1juq/1juq_ligand.sdf
1u3r_ligand.mol2,1u3r_ligand,1u3r,mol2,../data/v2020-other-PL/1u3r/1u3r_ligand.mol2
1u3r_ligand.sdf,1u3r_ligand,1u3r,sdf,../data/v2020-other-PL/1u3r/1u3r_ligand.sdf
2xk4_ligand.mol2,2xk4_ligand,2xk4,mol2,../data/v2020-other-PL/2xk4/2xk4_ligand.mol2
2xk4_ligand.sdf,2xk4_ligand,2xk4,sdf,../data/v2020-other-PL/2xk4/2xk4_ligand.sdf
5nw8_ligand.sdf,5nw8_ligand,5nw8,sdf,../data/v2020-other-PL/5nw8/5nw8_ligand.sdf
5nw8_ligand.mol2,5nw8_ligand,5nw8,mol2,../data/v2020-other-PL/5nw8/5nw8_ligand.mol2
3dpe_ligand.mol2,3dpe_ligand,3dpe,mol2,../data/v2020-other-PL/3dpe/3dpe_ligand.mol2
3dpe_ligand.sdf,3dpe_ligand,3dpe,sdf,../data/v2020-other-PL/3dpe/3dpe_ligand.sdf
6g4y_ligand.sdf,6g4y_ligand,6g4y,sdf,../data/v2020-other-PL/6g4y/6g4y_ligand.sdf
6g4y_ligand.mol2,6g4y_ligand,6g4y,mol2,../data/v2020-other-PL/6g4y/6g4y_ligand.mol2
2ony_ligand.sdf,2ony_ligand,2ony,sdf,../data/v2020-other-PL/2ony/2ony_ligand.sdf
2ony_ligand.mol2,2ony_ligand,2ony,mol2,../data/v2020-other-PL/2ony/2ony_ligand.mol2
3nm6_ligand.sdf,3nm6_ligand,3nm6,sdf,../data/v2020-other-PL/3nm6/3nm6_ligand.sdf
3nm6_ligand.mol2,3nm6_ligand,3nm6,mol2,../data/v2020-other-PL/3nm6/3nm6_ligand.mol2
3g2v_ligand.sdf,3g2v_ligand,3g2v,sdf,../data/v2020-other-PL/3g2v/3g2v_ligand.sdf
3g2v_ligand.mol2,3g2v_ligand,3g2v,mol2,../data/v2020-other-PL/3g2v/3g2v_ligand.mol2
4msk_ligand.sdf,4msk_ligand,4msk,sdf,../data/v2020-other-PL/4msk/4msk_ligand.sdf
4msk_ligand.mol2,4msk_ligand,4msk,mol2,../data/v2020-other-PL/4msk/4msk_ligand.mol2
1o5b_ligand.sdf,1o5b_ligand,1o5b,sdf,../data/v2020-other-PL/1o5b/1o5b_ligand.sdf
1o5b_ligand.mol2,1o5b_ligand,1o5b,mol2,../data/v2020-other-PL/1o5b/1o5b_ligand.mol2
5a3u_ligand.sdf,5a3u_ligand,5a3u,sdf,../data/v2020-other-PL/5a3u/5a3u_ligand.sdf
5a3u_ligand.mol2,5a3u_ligand,5a3u,mol2,../data/v2020-other-PL/5a3u/5a3u_ligand.mol2
6hub_ligand.sdf,6hub_ligand,6hub,sdf,../data/v2020-other-PL/6hub/6hub_ligand.sdf
6hub_ligand.mol2,6hub_ligand,6hub,mol2,../data/v2020-other-PL/6hub/6hub_ligand.mol2
2fwp_ligand.sdf,2fwp_ligand,2fwp,sdf,../data/v2020-other-PL/2fwp/2fwp_ligand.sdf
2fwp_ligand.mol2,2fwp_ligand,2fwp,mol2,../data/v2020-other-PL/2fwp/2fwp_ligand.mol2
1oxg_ligand.mol2,1oxg_ligand,1oxg,mol2,../data/v2020-other-PL/1oxg/1oxg_ligand.mol2
1oxg_ligand.sdf,1oxg_ligand,1oxg,sdf,../data/v2020-other-PL/1oxg/1oxg_ligand.sdf
5ifu_ligand.sdf,5ifu_ligand,5ifu,sdf,../data/v2020-other-PL/5ifu/5ifu_ligand.sdf
5ifu_ligand.mol2,5ifu_ligand,5ifu,mol2,../data/v2020-other-PL/5ifu/5ifu_ligand.mol2
1z3c_ligand.mol2,1z3c_ligand,1z3c,mol2,../data/v2020-other-PL/1z3c/1z3c_ligand.mol2
1z3c_ligand.sdf,1z3c_ligand,1z3c,sdf,../data/v2020-other-PL/1z3c/1z3c_ligand.sdf
1aht_ligand.mol2,1aht_ligand,1aht,mol2,../data/v2020-other-PL/1aht/1aht_ligand.mol2
1aht_ligand.sdf,1aht_ligand,1aht,sdf,../data/v2020-other-PL/1aht/1aht_ligand.sdf
6b67_ligand.mol2,6b67_ligand,6b67,mol2,../data/v2020-other-PL/6b67/6b67_ligand.mol2
6b67_ligand.sdf,6b67_ligand,6b67,sdf,../data/v2020-other-PL/6b67/6b67_ligand.sdf
4p4e_ligand.sdf,4p4e_ligand,4p4e,sdf,../data/v2020-other-PL/4p4e/4p4e_ligand.sdf
4p4e_ligand.mol2,4p4e_ligand,4p4e,mol2,../data/v2020-other-PL/4p4e/4p4e_ligand.mol2
4tlr_ligand.sdf,4tlr_ligand,4tlr,sdf,../data/v2020-other-PL/4tlr/4tlr_ligand.sdf
4tlr_ligand.mol2,4tlr_ligand,4tlr,mol2,../data/v2020-other-PL/4tlr/4tlr_ligand.mol2
2ym8_ligand.sdf,2ym8_ligand,2ym8,sdf,../data/v2020-other-PL/2ym8/2ym8_ligand.sdf
2ym8_ligand.mol2,2ym8_ligand,2ym8,mol2,../data/v2020-other-PL/2ym8/2ym8_ligand.mol2
6st3_ligand.mol2,6st3_ligand,6st3,mol2,../data/v2020-other-PL/6st3/6st3_ligand.mol2
6st3_ligand.sdf,6st3_ligand,6st3,sdf,../data/v2020-other-PL/6st3/6st3_ligand.sdf
2h5j_ligand.sdf,2h5j_ligand,2h5j,sdf,../data/v2020-other-PL/2h5j/2h5j_ligand.sdf
2h5j_ligand.mol2,2h5j_ligand,2h5j,mol2,../data/v2020-other-PL/2h5j/2h5j_ligand.mol2
5nvc_ligand.sdf,5nvc_ligand,5nvc,sdf,../data/v2020-other-PL/5nvc/5nvc_ligand.sdf
5nvc_ligand.mol2,5nvc_ligand,5nvc,mol2,../data/v2020-other-PL/5nvc/5nvc_ligand.mol2
5uwm_ligand.sdf,5uwm_ligand,5uwm,sdf,../data/v2020-other-PL/5uwm/5uwm_ligand.sdf
5uwm_ligand.mol2,5uwm_ligand,5uwm,mol2,../data/v2020-other-PL/5uwm/5uwm_ligand.mol2
3jqb_ligand.mol2,3jqb_ligand,3jqb,mol2,../data/v2020-other-PL/3jqb/3jqb_ligand.mol2
3jqb_ligand.sdf,3jqb_ligand,3jqb,sdf,../data/v2020-other-PL/3jqb/3jqb_ligand.sdf
5ezh_ligand.mol2,5ezh_ligand,5ezh,mol2,../data/v2020-other-PL/5ezh/5ezh_ligand.mol2
5ezh_ligand.sdf,5ezh_ligand,5ezh,sdf,../data/v2020-other-PL/5ezh/5ezh_ligand.sdf
4lop_ligand.sdf,4lop_ligand,4lop,sdf,../data/v2020-other-PL/4lop/4lop_ligand.sdf
4lop_ligand.mol2,4lop_ligand,4lop,mol2,../data/v2020-other-PL/4lop/4lop_ligand.mol2
3atu_ligand.mol2,3atu_ligand,3atu,mol2,../data/v2020-other-PL/3atu/3atu_ligand.mol2
3atu_ligand.sdf,3atu_ligand,3atu,sdf,../data/v2020-other-PL/3atu/3atu_ligand.sdf
4yad_ligand.mol2,4yad_ligand,4yad,mol2,../data/v2020-other-PL/4yad/4yad_ligand.mol2
4yad_ligand.sdf,4yad_ligand,4yad,sdf,../data/v2020-other-PL/4yad/4yad_ligand.sdf
5kqd_ligand.sdf,5kqd_ligand,5kqd,sdf,../data/v2020-other-PL/5kqd/5kqd_ligand.sdf
5kqd_ligand.mol2,5kqd_ligand,5kqd,mol2,../data/v2020-other-PL/5kqd/5kqd_ligand.mol2
5k76_ligand.mol2,5k76_ligand,5k76,mol2,../data/v2020-other-PL/5k76/5k76_ligand.mol2
5k76_ligand.sdf,5k76_ligand,5k76,sdf,../data/v2020-other-PL/5k76/5k76_ligand.sdf
4j52_ligand.mol2,4j52_ligand,4j52,mol2,../data/v2020-other-PL/4j52/4j52_ligand.mol2
4j52_ligand.sdf,4j52_ligand,4j52,sdf,../data/v2020-other-PL/4j52/4j52_ligand.sdf
4fic_ligand.sdf,4fic_ligand,4fic,sdf,../data/v2020-other-PL/4fic/4fic_ligand.sdf
4fic_ligand.mol2,4fic_ligand,4fic,mol2,../data/v2020-other-PL/4fic/4fic_ligand.mol2
4j2t_ligand.sdf,4j2t_ligand,4j2t,sdf,../data/v2020-other-PL/4j2t/4j2t_ligand.sdf
4j2t_ligand.mol2,4j2t_ligand,4j2t,mol2,../data/v2020-other-PL/4j2t/4j2t_ligand.mol2
3hqw_ligand.mol2,3hqw_ligand,3hqw,mol2,../data/v2020-other-PL/3hqw/3hqw_ligand.mol2
3hqw_ligand.sdf,3hqw_ligand,3hqw,sdf,../data/v2020-other-PL/3hqw/3hqw_ligand.sdf
4rse_ligand.sdf,4rse_ligand,4rse,sdf,../data/v2020-other-PL/4rse/4rse_ligand.sdf
4rse_ligand.mol2,4rse_ligand,4rse,mol2,../data/v2020-other-PL/4rse/4rse_ligand.mol2
3ole_ligand.mol2,3ole_ligand,3ole,mol2,../data/v2020-other-PL/3ole/3ole_ligand.mol2
3ole_ligand.sdf,3ole_ligand,3ole,sdf,../data/v2020-other-PL/3ole/3ole_ligand.sdf
6e3g_ligand.mol2,6e3g_ligand,6e3g,mol2,../data/v2020-other-PL/6e3g/6e3g_ligand.mol2
6e3g_ligand.sdf,6e3g_ligand,6e3g,sdf,../data/v2020-other-PL/6e3g/6e3g_ligand.sdf
2wkt_ligand.mol2,2wkt_ligand,2wkt,mol2,../data/v2020-other-PL/2wkt/2wkt_ligand.mol2
2wkt_ligand.sdf,2wkt_ligand,2wkt,sdf,../data/v2020-other-PL/2wkt/2wkt_ligand.sdf
2bmc_ligand.mol2,2bmc_ligand,2bmc,mol2,../data/v2020-other-PL/2bmc/2bmc_ligand.mol2
2bmc_ligand.sdf,2bmc_ligand,2bmc,sdf,../data/v2020-other-PL/2bmc/2bmc_ligand.sdf
4nym_ligand.sdf,4nym_ligand,4nym,sdf,../data/v2020-other-PL/4nym/4nym_ligand.sdf
4nym_ligand.mol2,4nym_ligand,4nym,mol2,../data/v2020-other-PL/4nym/4nym_ligand.mol2
2iw8_ligand.mol2,2iw8_ligand,2iw8,mol2,../data/v2020-other-PL/2iw8/2iw8_ligand.mol2
2iw8_ligand.sdf,2iw8_ligand,2iw8,sdf,../data/v2020-other-PL/2iw8/2iw8_ligand.sdf
4yym_ligand.sdf,4yym_ligand,4yym,sdf,../data/v2020-other-PL/4yym/4yym_ligand.sdf
4yym_ligand.mol2,4yym_ligand,4yym,mol2,../data/v2020-other-PL/4yym/4yym_ligand.mol2
5zhn_ligand.mol2,5zhn_ligand,5zhn,mol2,../data/v2020-other-PL/5zhn/5zhn_ligand.mol2
5zhn_ligand.sdf,5zhn_ligand,5zhn,sdf,../data/v2020-other-PL/5zhn/5zhn_ligand.sdf
1vea_ligand.mol2,1vea_ligand,1vea,mol2,../data/v2020-other-PL/1vea/1vea_ligand.mol2
1vea_ligand.sdf,1vea_ligand,1vea,sdf,../data/v2020-other-PL/1vea/1vea_ligand.sdf
4mzj_ligand.sdf,4mzj_ligand,4mzj,sdf,../data/v2020-other-PL/4mzj/4mzj_ligand.sdf
4mzj_ligand.mol2,4mzj_ligand,4mzj,mol2,../data/v2020-other-PL/4mzj/4mzj_ligand.mol2
5o4y_ligand.sdf,5o4y_ligand,5o4y,sdf,../data/v2020-other-PL/5o4y/5o4y_ligand.sdf
5o4y_ligand.mol2,5o4y_ligand,5o4y,mol2,../data/v2020-other-PL/5o4y/5o4y_ligand.mol2
4h5c_ligand.sdf,4h5c_ligand,4h5c,sdf,../data/v2020-other-PL/4h5c/4h5c_ligand.sdf
