,ligand_name,pdb_name,smiles,rot_bonds,n_atoms,arom_rings,amide_bonds
10261,4oef_ligand,4oef,CO[C@@H]1O[C@@H](C(=O)[O-])[C@@H](O[C@H]2O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]2NS(=O)(=O)[O-])[C@H](O)[C@H]1OS(=O)(=O)[O-],11,56,0,0
10646,1h3c_ligand,1h3c,C=CC[N@@H+](C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nsc2c1,11,56,3,0
11278,3ud8_ligand,3ud8,CO[C@@H]1O[C@@H](C(=O)[O-])[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]2NS(=O)(=O)[O-])[C@H](O)[C@H]1OS(=O)(=O)[O-],11,56,0,0
11365,4oee_ligand,4oee,CO[C@@H]1O[C@@H](C(=O)[O-])[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]2NS(=O)(=O)[O-])[C@H](O)[C@H]1OS(=O)(=O)[O-],11,56,0,0
657,3u7n_ligand,3u7n,CCCC[C@H](CN(O)C=O)C(=O)[C@@H](NC(=O)Nc1ccc(C)cn1)C(C)C,11,57,1,3
3645,1o6r_ligand,1o6r,C=CC[N@@H+](C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)coc2c1,11,57,3,0
7606,4zyt_ligand,4zyt,[NH2+]=c1[nH]c(=O)c2cc(CCCCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)[nH]c2[nH]1,11,57,3,1
12392,1sc8_ligand,1sc8,NC(=[NH2+])c1ccc(CNC(=O)CNC(=O)[C@@H](CO)NS(=O)(=O)Cc2ccccc2)cc1,11,57,2,2
4405,1snk_ligand,1snk,CCCC[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc(Br)cc1,11,58,1,2
5851,1em6_ligand,1em6,O=C(NCCOCCOCCNC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cc2cc(Cl)ccc2[nH]1,11,58,4,2
6769,2r1x_ligand,2r1x,C=CCO[C@]1(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO[C@H]2C=C(C(=O)[O-])O[C@H]([C@H](O)CO)C2)O1,11,58,0,0
14047,4q1b_ligand,4q1b,CCCc1sc(-c2cccc(OCCNS(C)(=O)=O)c2)nc1CSc1nc(N)cc(N)n1,11,58,3,0
740,3lkh_ligand,3lkh,CCCCN(C)C(=O)c1c(F)cccc1OCC(=O)N[C@H](CO)Cc1ccccc1,11,59,2,2
1135,5a3s_ligand,5a3s,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])O[P+](=O)(=O)[O-])[C@H]2O[C@@]3(O[C@H]21)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC3[N+](=O)[O-],11,59,2,0
2707,1o6h_ligand,1o6h,C=CC[N@@H+](C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nccc2c1,11,59,3,0
2957,5xw6_ligand,5xw6,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)([O-])O[P@@](=O)([O-])O[P+](=O)(=O)[O-])[C@H]2O[C@]3(O[C@H]21)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC3[N+](=O)[O-],11,59,2,0
3009,3ns7_ligand,3ns7,Cc1nc2ccccc2n1CCNC(=O)C[C@H](C(=O)N[C@H](CO)CC(=O)[O-])C(C)C,11,59,2,2
3302,4ajn_ligand,4ajn,Cc1nc2ccc(NC(=O)CCNC(=O)NCCc3ccc(CC(C(=O)[O-])C(=O)[O-])cc3)cc2s1,11,59,3,3
5543,2gvd_ligand,2gvd,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P+](=O)(=O)[O-])[C@H]2O[C@@]3(O[C@H]21)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC3[N+](=O)[O-],11,59,2,0
8189,1lvk_ligand,1lvk,CNc1ccccc1C(=O)O[C@H]1C[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO[P@@](=O)([O-])O[P@@](=O)([O-])O[Be-2](F)(F)F,11,59,3,0
8916,6e7w_ligand,6e7w,CC(C)[N@@H+](CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,11,59,2,0
13833,1i5d_ligand,1i5d,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])O[P+](=O)(=O)[O-])[C@H]2O[C@@]3(O[C@H]21)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC3[N+](=O)[O-],11,59,2,0
2751,1h39_ligand,1h39,C=CC[N@@H+](C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nn(C)c2c1,11,60,3,0
3137,2yb9_ligand,2yb9,CCC[C@H](CC1(C(=O)N[C@H](Cc2ncc(-c3ccccc3)o2)C(=O)[O-])CCCC1)C(=O)[O-],11,60,2,1
4687,5wlv_ligand,5wlv,CC(C)[NH2+]C[C@@H](O)COc1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,11,60,2,1
7166,5zxi_ligand,5zxi,Cc1cnc(-c2ccc(-c3ccco3)cc2)n1Cc1ccccc1OCCCCCC(=O)[O-],11,60,4,0
8813,5h4j_ligand,5h4j,C[C@@H](NS(=O)(=O)CCCOCn1ccc(=O)[nH]c1=O)c1cccc(OC2CCCC2)c1,11,60,2,0
11404,1yon_ligand,1yon,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O[P+](=O)(=O)[O-],11,60,2,0
12510,3gz9_ligand,3gz9,C=CCOc1cc(COc2ccc(C(F)(F)F)cc2)ccc1Sc1ccc(OCC(=O)[O-])c(C)c1C,11,60,3,0
13393,3sn8_ligand,3sn8,O=C[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1,11,60,3,2
14074,1q1y_ligand,1q1y,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)[O-])C(C)C,11,60,0,3
135,5a3r_ligand,5a3r,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])C[P+](=O)(=O)[O-])[C@H]2O[C@@]3(O[C@H]21)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC3[N+](=O)[O-],11,61,2,0
1906,5lxp_ligand,5lxp,C[C@@H](Cn1cc(CNC(=O)CCCC(=O)Nc2cccc(C(N)=O)c2)nn1)c1ccccc1,11,61,3,3
2639,5dpa_ligand,5dpa,CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(C)=O,11,61,1,3
4101,5fwg_ligand,5fwg,[NH3+][C@@H](CCC(=O)N[C@@H](CS[C@@H]1c2ccccc2-c2ccccc2[C@H]1O)C(=O)NCC(=O)[O-])C(=O)[O-],11,61,2,2
5903,1u0h_ligand,1u0h,CNc1ccccc1C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO[P@](=O)([O-])O[P@@](=O)([O-])O[P+](=O)(=O)[O-],11,61,3,0
6832,3e9i_ligand,3e9i,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])ONC(=O)[C@@H]([NH3+])CCCC[NH3+])[C@@H](O)[C@H]1O,11,61,2,1
8128,2pj3_ligand,2pj3,CC(C)[C@H](NC(=O)CCc1ccccc1)[P@@](=O)([O-])O[C@H](C(=O)[O-])c1cccc(NC(N)=[NH2+])c1,11,61,2,1
9811,5a3q_ligand,5a3q,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])C[P+](=O)(=O)[O-])[C@H]2O[C@@]3(O[C@H]21)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC3[N+](=O)[O-],11,61,2,0
13126,1tl7_ligand,1tl7,CNc1ccccc1C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO[P@](=O)([O-])O[P@@](=O)([O-])O[P+](=O)(=O)[O-],11,61,3,0
509,4q4e_ligand,4q4e,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
633,1pwq_ligand,1pwq,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CS)C(N)=O,11,62,1,4
3223,5mte_ligand,5mte,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
4098,3m6p_ligand,3m6p,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
9998,6mu1_ligand,6mu1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O[C@H]2O[C@@H](CO)[C@H](O[P+](=O)(=O)[O-])[C@H](O[P+](=O)(=O)[O-])[C@@H]2O)[C@H]1O[P+](=O)(=O)[O-],11,62,2,0
10397,4dr9_ligand,4dr9,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
11483,1g2a_ligand,1g2a,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
12218,3m6q_ligand,3m6q,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
12282,5jf1_ligand,5jf1,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,11,62,0,3
12466,2r1w_ligand,2r1w,C=CCO[C@]1(C=O)C[C@@H](O[C@]2(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](O)[C@@H]([C@H](O)CO)O1,11,62,0,0
12913,1jq3_ligand,1jq3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H](CC[NH3+])CCCCC[NH3+])[C@@H](O)[C@H]1O,11,62,2,0
13717,1me4_ligand,1me4,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CO)OCc1ccccc1,11,62,3,2
9180,1tu6_ligand,1tu6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)[C@H](O)C(=O)Nc1cc[nH]n1,11,63,2,2
12104,3eql_ligand,3eql,CCCC/C(C)=C/C=C(\C)C(=O)C1C(=O)OC(CCCC/C=N/C(=O)OC)C=C1O,11,63,0,1
12345,5wkl_ligand,5wkl,CC(C)C[C@H](NC(=O)OCCc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,11,63,1,3
1598,1c3i_ligand,1c3i,COC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CS)[NH2+]Cc1ccc(-c2ccccc2)cc1)C(C)C,11,64,2,2
8520,2h03_ligand,2h03,CCOC(=O)C(CCNC(=O)OC(C)(C)C)(Cc1ccc(NS(=O)(=O)[O-])cc1)C(=O)OCC,11,64,1,1
185,3q2g_ligand,3q2g,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(OCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,11,65,2,1
220,6bto_ligand,6bto,CCCCC[C@H](CC(=O)NO)C(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)N[C@H](C(=O)[O-])c1ccccc1,11,65,1,3
2549,2aei_ligand,2aei,C[C@@H](CCc1ccccc1)Nc1c(F)c(Oc2cccc(C(N)=[NH2+])c2)nc(Oc2ccccc2C(=O)[O-])c1F,11,65,4,0
3294,2oz5_ligand,2oz5,O=C([O-])C(=O)N(Cc1cccc(Cl)c1)Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)s1,11,65,4,1
4313,1lhd_ligand,1lhd,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCC[NH3+])B(O)O,11,65,1,3
8020,1thl_ligand,1thl,O=C([O-])[C@H](CCc1ccccc1)CC1(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)[O-])CCCC1,11,65,3,1
11544,3ikc_ligand,3ikc,C/C=C\O[C@]1(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O2)OC)O1,11,65,0,0
13098,1bgo_ligand,1bgo,CC(C)C[C@@H](C(=O)NC[C@@H](O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,11,65,3,1
849,6eu6_ligand,6eu6,CCCCCCCO[C@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,11,66,0,0
1199,3tlh_ligand,3tlh,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
1325,5n2d_ligand,5n2d,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1C[NH2+]CCNC(C)=O,11,66,3,1
1354,2az8_ligand,2az8,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
1699,1b11_ligand,1b11,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
2199,6fiv_ligand,6fiv,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
3345,4nie_ligand,4nie,CCC[N@@H+](Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1,11,66,3,1
5052,2rjp_ligand,2rjp,CC(C)C(=O)c1ccc(OCc2ccc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)[O-])C(C)C)cc3)cc2)cc1,11,66,3,0
5374,2pj8_ligand,2pj8,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)[P@@](=O)([O-])C[C@H](C(=O)[O-])c1cccc(C[NH3+])c1,11,66,3,0
6333,6uf0_ligand,6uf0,COc1ccc(S(=O)(=O)N(CC(F)(F)F)c2cnc(N(CC(=O)[O-])S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,11,66,4,0
7760,4feq_ligand,4feq,O=C(NCCCN1CCCC1=O)c1cnc(NCCc2ccncc2)nc1NC1CCCC1,11,66,2,2
8544,5dy5_ligand,5dy5,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(Cc5ccccc5)nn4)c3)s2)n1,11,66,5,1
8847,5fiv_ligand,5fiv,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
9866,2azb_ligand,2azb,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
10481,3v7s_ligand,3v7s,Cc1ccc2oc(=O)n(CCCCn3cc(CCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)c2c1,11,66,3,2
12075,2az9_ligand,2az9,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,11,66,2,3
13955,4wf2_ligand,4wf2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])OCCCCC[C@@H]2SC[C@@H]3NC(=O)N[C@@H]32)[C@@H](O)[C@H]1O,11,66,2,2
729,2a2x_ligand,2a2x,C[C@@H](C(=O)NCc1ccc(C(N)=[NH2+])nc1)N(C)C(=O)[C@@H](CC1CCCCC1)[NH2+]CC(=O)[O-],11,67,1,2
2634,3tge_ligand,3tge,CCCOCCn1c(=O)c(NCC[NH+]2CCOCC2)nc2cnc(-c3ccc(OC)nc3)cc21,11,67,3,0
4784,2ddf_ligand,2ddf,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NCC[NH3+])C(C)(C)C,11,67,0,4
10710,4fll_ligand,4fll,CO[C@@H](C(=O)NCC[C@H](c1ccccc1)c1ccco1)[C@H](O)[C@@H](O)[C@H](O)/C=C/C(C)(C)C,11,67,2,1
13422,6cdc_ligand,6cdc,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCC[NH2+]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],11,67,2,3
13691,4hup_ligand,4hup,[NH2+]=c1[nH]c(=O)c2ncc(C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)[O-])nc2[nH]1,11,67,4,3
14067,1lhc_ligand,1lhc,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=[NH2+])B(O)O,11,67,1,3
187,2h5d_ligand,2h5d,COC(=O)CCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](B(O)O)C(C)C,11,68,0,4
495,2w6c_ligand,2w6c,CC[C@@]1(c2cccc(O)c2)CCCC[N@@H+](CCCCCCCCC[NH3+])C1,11,68,1,0
1877,5l9h_ligand,5l9h,COc1ccc(C2=NN(C(C)C)C(=O)C2(C)C)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1,11,68,3,1
3816,5k1v_ligand,5k1v,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(N)c(NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])c1,11,68,2,2
6341,2ovz_ligand,2ovz,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cc(-c2ccccc2)no1)C[P@](=O)([O-])c1ccccc1,11,68,5,2
7553,3peq_ligand,3peq,CCCCN(c1cccc(-c2ccc(SC)cc2)c1C)S(=O)(=O)c1ccc(OCC(=O)[O-])c2ccccc12,11,68,4,0
8767,5lhh_ligand,5lhh,CCn1c(C(=O)Nc2cccc(COC)c2COc2ccc(OC[C@@H]3C=CNC3)cc2)cc2sccc21,11,68,4,1
9381,3dla_ligand,3dla,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)[O-])c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,11,68,3,0
10037,3hd3_ligand,3hd3,CCCC[C@@H](CCS(=O)(=O)c1ccccc1)NC(=O)[C@@H]1CCCC[C@H]1C(=O)c1ccc(Cl)cc1,11,68,2,1
11037,3w2p_ligand,3w2p,C[NH+](C)CCCC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11,68,4,1
12447,1bmm_ligand,1bmm,NC(=[NH2+])NCCCC(=O)NC[C@@H]1CCCN1C(=O)[C@H](CO)NS(=O)(=O)c1ccc2ccccc2c1,11,68,2,2
13182,1lrt_ligand,1lrt,NC(=O)c1csc([C@@H]2O[C@H](CO[P@](=O)([O-])C[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)n1,11,68,3,1
13537,4ff8_ligand,4ff8,COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1,11,68,2,2
274,6hwu_ligand,6hwu,COc1ccc(OC)c(CCC(=O)Nc2cc(-c3sc(NNc4ccccc4)nc3-c3ccc(F)cc3)ccn2)c1,11,69,5,1
1458,4wzv_ligand,4wzv,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,11,69,3,3
3035,6qac_ligand,6qac,CCCC[NH2+][C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCC1CCCCCC1,11,69,2,1
3257,3zuk_ligand,3zuk,CC(C)C[C@H](N[P@@](=O)([O-])O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],11,69,2,1
4006,3nww_ligand,3nww,CCNC(=O)NCc1ccccc1-c1cc(-c2cnc(NC(C)C)s2)nc(NCC[NH+](C)C)n1,11,69,3,2
6103,3q2h_ligand,3q2h,Cc1noc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,11,69,2,1
6323,1dmt_ligand,1dmt,CC(C)C[C@H](N[P@@](=O)([O-])O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],11,69,2,1
6837,2qtr_ligand,2qtr,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]2O[C@@H](N3C=CC=C(C(=O)[O-])C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,11,69,2,0
7128,1qj7_ligand,1qj7,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H](O)[C@H]3[C@H](C=O)CCCCC(N)=[NH2+])c1,11,69,2,1
7922,2c8x_ligand,2c8x,COc1cc(C)c(S(=O)(=O)NC[C@@H](O)[C@H](Cc2ccccc2)[NH2+]Cc2cccc(Cl)c2)c(C)c1C,11,69,3,0
11341,6bh8_ligand,6bh8,CC(C)C[C@H](N[P@@](=O)([O-])O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],11,69,2,1
11996,3dwb_ligand,3dwb,CC(C)C[C@H](N[P@@](=O)([O-])O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],11,69,2,1
12986,3u1y_ligand,3u1y,C[C@@](CCc1ccc(-c2ccc(OCCC[NH+]3CCOCC3)cc2)cc1)(C(=O)NO)S(C)(=O)=O,11,69,2,1
1527,6oh3_ligand,6oh3,[H]/N=c1/ccn([C@@H]2O[C@H](CO[P@](=O)([O-])O[C@@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)[nH]1,11,70,1,1
3069,4i7f_ligand,4i7f,CCOP(=O)(COc1ccc(CCc2cnc3c(c2)C(=O)N(C)c2cccnc2N3CC)cc1)OCC,11,70,3,1
3532,1ybg_ligand,1ybg,CN(C(=O)c1cc(OS(=O)(=O)c2ccc3ccccc3c2)ccc1NS(=O)(=O)c1ccc2ccccc2c1)[C@@H](CC(=O)[O-])C(=O)[O-],11,70,5,1
4360,5nuu_ligand,5nuu,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2ccccc2nc2cc(Cl)ccc12,11,70,5,1
4570,2vey_ligand,2vey,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,11,70,4,1
5536,6i0c_ligand,6i0c,[NH3+][C@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2ccccc2nc2cc(Cl)ccc12,11,70,5,1
5721,5yvt_ligand,5yvt,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
6520,2frd_ligand,2frd,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
7592,5bpe_ligand,5bpe,N#C[C@H](O)[C@H](C[C@@H]1CCC[NH2+][C@@H]1O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1,11,70,2,2
7878,3b78_ligand,3b78,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
9063,2hh5_ligand,2hh5,C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1,11,70,2,3
12157,5yij_ligand,5yij,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
12528,3b8h_ligand,3b8h,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
12700,1ro7_ligand,1ro7,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@@](O[P@@](=O)([O-])OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO,11,70,1,1
12728,3b82_ligand,3b82,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
13473,2zit_ligand,2zit,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11,70,3,1
942,4jyv_ligand,4jyv,CCOc1cc([C@@H](Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,11,71,4,1
3920,4yt7_ligand,4yt7,CCOc1cc(OC(C)C)c(F)c([C@@H](Nc2ccc(C(N)=[NH2+])cc2)c2nc(-c3ccccc3C(N)=O)c[nH]2)c1,11,71,4,1
4625,2fsv_ligand,2fsv,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,11,71,2,1
6069,2ank_ligand,2ank,NC(=[NH2+])c1ccc(CNC(=O)C2(NC(=O)[C@@H](CC3CCCCC3)[NH2+]CC(=O)[O-])CCCC2)cn1,11,71,1,2
